from-ID	to-ID	edge-kind	chapter	status	edge-class	resolution	kind-basis	evidence
EFF.HEX3.08	EFF.HMENU3.06	stmt-dep	G	OPEN	xref	from:gov,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X32 | `HMENU3_PROOF_2026-08-08.md` | `HEX3` | 57 | §5.2 RX-1
EFF.HEX3.08	EFF.JD0.06	stmt-dep	G	OPEN	reverse-xref	from:gov,to:gov	default	EFF-JD0.md | 4.4 Reverse-XREFs: the seven verified consumption sites | RX-4 | `lean/notes/openmath/HEX3_PROOF_2026-08-08.md` | 720 | `* **LEMMA J-D0** @ 1642275/9387eb1 — the gauge-blindness frame beh
EFF.HEX3.08	EFF.W12.s1of2.09	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-W12-s2of2.md | 3.2 Reverse consumer edges: mathematical supply versus append protocol | HEX3 | `THEOREM HEX3.A` (11) | **Received** | (hExhaust-3) DISCHARGED at composition grade, convention-free 
EFF.HEX3.08	EFF.W12.s2of2.18	stmt-dep	G	OPEN	xref	from:gov,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X35 | `W12_PROOF_2026-08-08.md` | `HEX3` | 29 | §5.2 RX-3
EFF.HEX3.08	EXT:N3_CHECK_2026-08-13.md	stmt-dep	G	OPEN	xref	from:gov,to:ext	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X41 | `leancheck/notes/N3_CHECK_2026-08-13.md` | `HEX3` | 8 | §5.4
EFF.HEX3.08	EXT:PROJECT_STATE.md	stmt-dep	G	OPEN	xref	from:gov,to:ext	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X43 | `docs/PROJECT_STATE.md` | `HEX3` | 25 | §5.2 RX-5
EFF.HEX3.08	EXT:SOL_CERTIFICATION_LEDGER_2026-08-12.md	stmt-dep	G	OPEN	xref	from:gov,to:ext	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X42 | `docs/SOL_CERTIFICATION_LEDGER_2026-08-12.md` | `HEX3` | 1 | §5.2 RX-6
EFF.HEX3.08	EXT:TIGHTNESS_CENSUS_2026-08-11.md	stmt-dep	G	OPEN	xref	from:gov,to:ext	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X37 | `docs/TIGHTNESS_CENSUS_2026-08-11.md` | `HEX3` | 4 | §5.2 RX-4
EFF.HEX3.08	HYP.138	stmt-dep	G	OPEN	ledger-index	from:gov,to:ledger	default	EFF-HEX3.md | 4.3 Other suppliers and consumers | X39 | `spec/HYPOTHESIS_LEDGER.md` | `HYP.138` | 2 | §5.4
EFF.HEX3.08	HYP.29	stmt-dep	G	OPEN	ledger-index	from:gov,to:ledger	default	EFF-HEX3.md | 4.3 Other suppliers and consumers | X40 | `spec/HYPOTHESIS_LEDGER.md` | `HYP.29` | 8 | §5.3
EFF.HEX3.09	EFF.HMENU3.08	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-HMENU3.md | 5.2 Reverse-XREF rows — who consumes HMENU3 (rule 8) | RX-3 | `HEX3_PROOF_2026-08-08.md` | `HMENU3` 2 | HEX3's **Correction A** quotes HMENU3 §S5.4 L465–467 verbatim as leg (b) of its 
EFF.HEX3.10	EFF.JD0.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X27 | `JD0_PROOF_2026-08-08.md` | `LEMMA J-D0` | 4 | `.10`, `.57`
EFF.HEX3.12	EFF.HEX3.45	stmt-dep	G	OPEN	supersession	from:exact,to:exact	default	EFF-HEX3.md | TARGETS: `EFF.HEX3.45` (the P-1 census), which is where the corrected set is enumerated.
EFF.HEX3.32	EFF.JD0.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X28 | `JD0_PROOF_2026-08-08.md` | `J-D0` | 25 | `.10`, `.32`, `.51`
EFF.HEX3.37	EFF.GENIND.136	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X33 | `GENIND_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 2 | `.37`, §5.3
EFF.HEX3.37	EFF.HMENU3.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X29 | `HMENU3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 7 | `.37`, `.54`, `.65`
EFF.HEX3.37	EXT:TIGHTNESS_CENSUS_2026-08-11.md	stmt-dep	G	OPEN	xref	from:exact,to:ext	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X36 | `docs/TIGHTNESS_CENSUS_2026-08-11.md` | `O-10` | 1 | `.37`, §5.3
EFF.HEX3.37	HYP.137	stmt-dep	G	OPEN	ledger-index	from:exact,to:ledger	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X38 | `spec/HYPOTHESIS_LEDGER.md` | `HYP.137` | 11 | `.37`, §5.3
EFF.HEX3.40	EFF.HMENU3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X31 | `HMENU3_PROOF_2026-08-08.md` | `HM3.A` | 18 | `.40`, `.54`, `.56`, `.65`
EFF.HEX3.51	EFF.JD0.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X28 | `JD0_PROOF_2026-08-08.md` | `J-D0` | 25 | `.10`, `.32`, `.51`
EFF.HEX3.54	EFF.HMENU3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X31 | `HMENU3_PROOF_2026-08-08.md` | `HM3.A` | 18 | `.40`, `.54`, `.56`, `.65`
EFF.HEX3.54	EFF.HMENU3.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X29 | `HMENU3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 7 | `.37`, `.54`, `.65`
EFF.HEX3.56	EFF.HMENU3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X31 | `HMENU3_PROOF_2026-08-08.md` | `HM3.A` | 18 | `.40`, `.54`, `.56`, `.65`
EFF.HEX3.57	EFF.JD0.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X27 | `JD0_PROOF_2026-08-08.md` | `LEMMA J-D0` | 4 | `.10`, `.57`
EFF.HEX3.65	EFF.HMENU3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X31 | `HMENU3_PROOF_2026-08-08.md` | `HM3.A` | 18 | `.40`, `.54`, `.56`, `.65`
EFF.HEX3.65	EFF.HMENU3.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HEX3.md | 4.3 Other suppliers and consumers | X29 | `HMENU3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 7 | `.37`, `.54`, `.65`
EFF.HMENU3.05	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X24 | `HEX3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 11 | `.05`, `.16`, `.30`, `.33`, `.59`
EFF.HMENU3.06	EFF.HEX3.08	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-HEX3.md | 5.2 Reverse-XREF rows — who consumes HEX3 (rule 8) | RX-1 | `HMENU3_PROOF_2026-08-08.md` | `HEX3` | 57 | HEX3's transports as the menu engine; `HEX3-BOX-1` inherited open (count 7) | LAN
EFF.HMENU3.08	EFF.JD0.06	stmt-dep	G	OPEN	reverse-xref	from:gov,to:gov	default	EFF-JD0.md | 4.4 Reverse-XREFs: the seven verified consumption sites | RX-3 | `lean/notes/openmath/HMENU3_PROOF_2026-08-08.md` | 717 | `* **LEMMA J-D0** @ 1642275/9387eb1 — the gauge-blindness frame`
EFF.HMENU3.08	EFF.W11.08	stmt-dep	G	OPEN	reverse-xref	from:gov,to:gov	default	EFF-W11.md | 4.6 Reverse-XREFs: consumers of W-11 | RX-4 | `lean/notes/openmath/HMENU3_PROOF_2026-08-08.md` | cites W-11 | the HMENU3 consumption audited CLEAN at PE3
EFF.HMENU3.08	EFF.W11.39	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X21 | `W11_PROOF_2026-08-08.md` | `THEOREM W-11` | 3 | `.08`, `.11`, `.12`, `.26`, `.55`
EFF.HMENU3.08	EFF.W12.s1of2.09	stmt-dep	G	OPEN	reverse-xref	from:gov,to:gov	default	EFF-W12-s1of2.md | 3.2 Reverse consumer edges: mathematical supply versus append protocol | GENH4 / GENHN | `THEOREM GENH4.C` (9), `THEOREM GENHN.C` (11) | W12 consumes as (A1)-clause suppliers at n =
EFF.HMENU3.09	EFF.W11.07	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X22 | `W11_PROOF_2026-08-08.md` | `SPLIT-TAIL` | 21 | `.09`, `.15`, `.29`
EFF.HMENU3.10	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X23 | `HEX3_PROOF_2026-08-08.md` | `THEOREM HEX3.A` | 11 | `.10`, `.15`, `.23`, `.29`, `.42`, `.43`
EFF.HMENU3.10	EFF.W12.s1of2.09	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-W12-s1of2.md | 3.2 Reverse consumer edges: mathematical supply versus append protocol | HEX3 | `THEOREM HEX3.A` (11) | HEX3 **supplies** the BOX-3 annex | (hExhaust-3) discharged at composition gr
EFF.HMENU3.11	EFF.W11.39	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X21 | `W11_PROOF_2026-08-08.md` | `THEOREM W-11` | 3 | `.08`, `.11`, `.12`, `.26`, `.55`
EFF.HMENU3.12	EFF.W11.39	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X21 | `W11_PROOF_2026-08-08.md` | `THEOREM W-11` | 3 | `.08`, `.11`, `.12`, `.26`, `.55`
EFF.HMENU3.14	EFF.W12.s1of2.09	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-W12-s1of2.md | 3.2 Reverse consumer edges: mathematical supply versus append protocol | HMENU3 | `THEOREM HM3.C` (10) | **Both ways.** W12 consumes HM3.C as the n = 3 σ-labeling supplier; W12 owes
EFF.HMENU3.15	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X23 | `HEX3_PROOF_2026-08-08.md` | `THEOREM HEX3.A` | 11 | `.10`, `.15`, `.23`, `.29`, `.42`, `.43`
EFF.HMENU3.15	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | THEOREM HEX3.A (`u(q,N)`) | seal `e3f3459` | `.15`, `.29`, `.42`, `.43` | YES — the (A2) TRP term
EFF.HMENU3.15	EFF.W11.07	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X22 | `W11_PROOF_2026-08-08.md` | `SPLIT-TAIL` | 21 | `.09`, `.15`, `.29`
EFF.HMENU3.16	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X24 | `HEX3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 11 | `.05`, `.16`, `.30`, `.33`, `.59`
EFF.HMENU3.17	EFF.W12.s1of2.09	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-W12-s1of2.md | 3.2 Reverse consumer edges: mathematical supply versus append protocol | HMENU3 | `COROLLARY HM3.D` (11) | HMENU3 **supplies** the BOX-2 annex | (hMenu-3) discharged at composition 
EFF.HMENU3.18	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | density engine | β(2)/β(3) cluster laws | md5-pinned | `.18`, `.31` | **NO — cross-tie only**
EFF.HMENU3.19	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | LEMMA H-1 (depth-0 partition) | seal `e3f3459` | `.19` | YES
EFF.HMENU3.19	EFF.HEX3.13	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X25 | `HEX3_PROOF_2026-08-08.md` | `LEMMA H-1` | 3 | `.19`
EFF.HMENU3.20	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | H-2(i)/(ii)/(iii), H-3 (coherence, shear, routes) | seal `e3f3459` | `.20`, `.22`, `.23` | YES
EFF.HMENU3.20	EFF.HEX3.16	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X27 | `HEX3_PROOF_2026-08-08.md` | `H-2` | 11 | `.20`, `.22`
EFF.HMENU3.20	EFF.HEX3.18	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X30 | `HEX3_PROOF_2026-08-08.md` | `H-2(iii)` | **0** | `.20` — **NEAR-MISS NM-1**
EFF.HMENU3.22	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | H-2(i)/(ii)/(iii), H-3 (coherence, shear, routes) | seal `e3f3459` | `.20`, `.22`, `.23` | YES
EFF.HMENU3.22	EFF.HEX3.16	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X26 | `HEX3_PROOF_2026-08-08.md` | `H-2(i)` | 4 | `.22`, `.28`, `.34`
EFF.HMENU3.23	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X23 | `HEX3_PROOF_2026-08-08.md` | `THEOREM HEX3.A` | 11 | `.10`, `.15`, `.23`, `.29`, `.42`, `.43`
EFF.HMENU3.23	EFF.HEX3.19	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X28 | `HEX3_PROOF_2026-08-08.md` | `H-3` | 5 | `.23`, `.28`
EFF.HMENU3.26	EFF.W11.39	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X21 | `W11_PROOF_2026-08-08.md` | `THEOREM W-11` | 3 | `.08`, `.11`, `.12`, `.26`, `.55`
EFF.HMENU3.27	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | J-D0 | gauge-blindness frame | `1642275`/`9387eb1` | `.27` | corroborative
EFF.HMENU3.27	EFF.JD0.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X31 | `JD0_PROOF_2026-08-08.md` | `J-D0` | 25 | `.27`, `.50`
EFF.HMENU3.28	EFF.HEX3.16	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X26 | `HEX3_PROOF_2026-08-08.md` | `H-2(i)` | 4 | `.22`, `.28`, `.34`
EFF.HMENU3.28	EFF.HEX3.19	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X28 | `HEX3_PROOF_2026-08-08.md` | `H-3` | 5 | `.23`, `.28`
EFF.HMENU3.29	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X23 | `HEX3_PROOF_2026-08-08.md` | `THEOREM HEX3.A` | 11 | `.10`, `.15`, `.23`, `.29`, `.42`, `.43`
EFF.HMENU3.29	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | THEOREM HEX3.A (`u(q,N)`) | seal `e3f3459` | `.15`, `.29`, `.42`, `.43` | YES — the (A2) TRP term
EFF.HMENU3.29	EFF.W11.07	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X22 | `W11_PROOF_2026-08-08.md` | `SPLIT-TAIL` | 21 | `.09`, `.15`, `.29`
EFF.HMENU3.29	EFF.W12.s1of2.09	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-W12-s1of2.md | 3.2 Reverse consumer edges: mathematical supply versus append protocol | Lean capstone | `montes_unconditional_exhaustive` (5), `hExhaust` (5), `omMenu_order0` (1) | W12 supplies tr
EFF.HMENU3.30	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | HEX3-BOX-1 | — | `.30`, `.33` | **NO — explicitly not consumed**
EFF.HMENU3.30	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X24 | `HEX3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 11 | `.05`, `.16`, `.30`, `.33`, `.59`
EFF.HMENU3.31	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | density engine | β(2)/β(3) cluster laws | md5-pinned | `.18`, `.31` | **NO — cross-tie only**
EFF.HMENU3.33	EFF.HEX3.08	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-HEX3.md | 5.2 Reverse-XREF rows — who consumes HEX3 (rule 8) | RX-1 | `HMENU3_PROOF_2026-08-08.md` | `HEX3` | 57 | HEX3's transports as the menu engine; `HEX3-BOX-1` inherited open (count 7) | LAN
EFF.HMENU3.33	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X24 | `HEX3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 11 | `.05`, `.16`, `.30`, `.33`, `.59`
EFF.HMENU3.34	EFF.HEX3.16	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X26 | `HEX3_PROOF_2026-08-08.md` | `H-2(i)` | 4 | `.22`, `.28`, `.34`
EFF.HMENU3.42	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X23 | `HEX3_PROOF_2026-08-08.md` | `THEOREM HEX3.A` | 11 | `.10`, `.15`, `.23`, `.29`, `.42`, `.43`
EFF.HMENU3.42	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | THEOREM HEX3.A (`u(q,N)`) | seal `e3f3459` | `.15`, `.29`, `.42`, `.43` | YES — the (A2) TRP term
EFF.HMENU3.43	EFF.HEX3.08	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X23 | `HEX3_PROOF_2026-08-08.md` | `THEOREM HEX3.A` | 11 | `.10`, `.15`, `.23`, `.29`, `.42`, `.43`
EFF.HMENU3.43	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 5.1 What HMENU3 consumes (forward edges) | HEX3 | THEOREM HEX3.A (`u(q,N)`) | seal `e3f3459` | `.15`, `.29`, `.42`, `.43` | YES — the (A2) TRP term
EFF.HMENU3.50	EFF.JD0.33	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X31 | `JD0_PROOF_2026-08-08.md` | `J-D0` | 25 | `.27`, `.50`
EFF.HMENU3.53	EFF.HEX3.54	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X29 | `HEX3_PROOF_2026-08-08.md` | `S8.2` | 10 | `.53`
EFF.HMENU3.55	EFF.W11.39	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X21 | `W11_PROOF_2026-08-08.md` | `THEOREM W-11` | 3 | `.08`, `.11`, `.12`, `.26`, `.55`
EFF.HMENU3.59	EFF.HEX3.37	stmt-dep	G	OPEN	xref	from:exact,to:stmt	statement-hit	EFF-HMENU3.md | 4.2 W-11, HEX3, J-D0 | X24 | `HEX3_PROOF_2026-08-08.md` | `HEX3-BOX-1` | 11 | `.05`, `.16`, `.30`, `.33`, `.59`
EFF.HMENU3.63	EFF.W12.s1of2.09	stmt-dep	G	OPEN	reverse-xref	from:stmt,to:gov	default	EFF-W12-s2of2.md | 3.2 Reverse consumer edges: mathematical supply versus append protocol | HEX3 | `THEOREM HEX3.A` (11) / L80–81 phrasing | **Owed outward** | Same loose phrasing; `U₃^σ ≤ U₃^conv` co
EFF.JD0.06	EFF.W11.08	stmt-dep	G	OPEN	xref	from:gov,to:gov	default	EFF-JD0.md | 4.5 Cross-spec edges (this compilation queue) | S01 | `spec/EFF-W11.md` EFF.W11.37 ↔ RX-1 | the same J-D0 conditionality row, compiled from both ends; both agree J-D0 is a FRAME at the in
EFF.JD0.24	EFF.W11.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-JD0.md | 4.5 Cross-spec edges (this compilation queue) | S03 | EFF.JD0.24 consumer 1 ↔ `spec/EFF-W11.md` EFF.W11.15 | the same (2,1,1) row: J-D0's “(q−1)/q³” = W-11's RAM(1) “density (q−1)/q³” — t
EFF.JD0.37	EFF.W11.08	stmt-dep	G	OPEN	xref	from:exact,to:gov	default	EFF-JD0.md | 4.5 Cross-spec edges (this compilation queue) | S04 | EFF.JD0.37 item 2 ↔ `spec/EFF-W11.md` EFF.W11.12 | **the new obligation lands on a note already compiled in this queue**: W-11's C7-F
EFF.LIFTCORNER.01	EFF.LIFTCORNER.57	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-LIFTCORNER.md | 4.2 Sample statement-quote re-verification (5 of 118, checked verbatim against the | source title (context check, not itself a canonical statement — `.01`'s statement is lines 3–7)
EFF.LIFTCORNER.111	EFF.LIFTCORNER.57	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-LIFTCORNER.md | 4.2 Sample statement-quote re-verification (5 of 118, checked verbatim against the | `.111` (AC-5, boxed inequality (T1)) | ends at the `\tag{T1}` line, source ≈1870–1872 | `grep -
EFF.LIFTCORNER.115	EXT:ITERLAWN_PROOF_2026-08-08.md	proof-dep	F	OPEN	xref	from:exact,to:ext	derivation-hit	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | Y21 | same | `**Lemma READ-ADD-(m) (read additivity with strict-above kill; generic).**` | 1 | 564 | NEAR-MISS res
EFF.LIFTCORNER.117	EXT:ITERLAWN_PROOF_2026-08-08.md	stmt-dep	F	OPEN	xref	from:exact,to:ext	statement-hit	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | Y06 | `ITERLAWN_PROOF_2026-08-08.md` | `m ≥ 2: **OPEN.**` | 1 | 806 | the inherited conditionality of `.73`/`.117`
EFF.LIFTCORNER.18	EFF.LIFTCORNER.57	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-LIFTCORNER.md | 4.2 Sample statement-quote re-verification (5 of 118, checked verbatim against the | `.18` (DEFINITION, the corner orbit) | 355–359 | `sed -n '355,359p' LIFTCORNER_2026-08-08.md` |
EFF.LIFTCORNER.19	EFF.GRTW2.04	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | X09 | `GRTW2_PROOF_2026-08-08.md` | `### 3.4 THE (ξ, w) CLOSED FORM (the display of record)` | 1 | 394 | the χ-cha
EFF.LIFTCORNER.35	EXT:ITERLAWLIFT_CORNER_2026-08-08.md	stmt-dep	F	OPEN	xref	from:exact,to:ext	default	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | X18 | same | `**Honesty box.** (TAIL-STAB) is UNPROVED` | 1 | 207 | the supplier's pre-state `.35` closes; shard 1
EFF.LIFTCORNER.49	EFF.GRTW2.04	stmt-dep	F	OPEN	xref	from:exact,to:gov	default	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | X09 | `GRTW2_PROOF_2026-08-08.md` | `### 3.4 THE (ξ, w) CLOSED FORM (the display of record)` | 1 | 394 | the χ-cha
EFF.LIFTCORNER.57	EXT:ILNRES_2026-08-08.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | X01 | `ILNRES_2026-08-08.md` | `**S5.1 (NR-1 LIFT-CORNER unit), price M.**` | 1 | 180 | the spec of record; shard 
EFF.LIFTCORNER.57	EXT:ITERLAWN_PROOF_2026-08-08.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | Y08 | same | `WELL-DEF` | 32 | — | AC-1/AC-4's constructor target; shard 2 only
EFF.LIFTCORNER.57	EXT:LEAN_SCOPING_consumption_map_2026-08-12.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | RX21 | `docs/in-progress/LEAN_SCOPING_consumption_map_2026-08-12.md` | `LIFTCORNER` | 5 | — | the Lean-scoping con
EFF.LIFTCORNER.57	EXT:PROJECT_STATE.md	stmt-dep	F	OPEN	xref	from:gov,to:ext	default	EFF-LIFTCORNER.md | 4.1 Source-of-record and cross-note designations (deduplicated) | **RX22 / Y13** | `docs/PROJECT_STATE.md` | `row 19 also ((Φ₁-OPACITY), numerical certificate` | 1 | 3996 | **DEDUP
